quollà,0,0
zar,0,0
kantele,0,0
markka,0,0
penni,0,0
abat-jour,0,0
abrégé,0,0
acajou,0,0
accordéon,0,0
accrochage,0,0
adieu,0,0
affairs,0,0
afiiche,0,0
AFP,0,0
âgé,0,0
à gogo,0,0
agrafe,0,0
aide,0,0
aigrette,0,0
aiguille,0,0
aïoli,0,0
airbus,0,0
à jour,0,0
à la belle étoile,0,0
à la carte,0,0
à la page,0,0
album,0,1
alignement,0,0
allée,0,0
allô,0,0
allumeuse,0,0
allure,0,0
amateur,0,0
amour fou,0,0
ampère,0,0
ancien régime,0,0
andrienne,0,0
anisette,0,0
apache,0,0
aplomb,0,0
applique,0,0
apprentissage,0,0
arabesque,0,0
argent de poche,0,0
argot,0,0
argousier,0,0
armagnac,0,0
armoire,0,0
arquebuse,0,0
arrangement,0,0
arrhénal,0,0
arriere-goût,0,0
arrière-pensée,0,0
arrondissement,0,0
art brut,0,0
art déco,0,0
art nouveau,0,0
aspic,0,0
assemblage,0,0
assiette anglaise,0,0
assommoir,0,0
atelier,0,0
atout,0,0
attache,0,0
attaché,0,0
attitude,0,0
au pair,0,0
au revoir,0,0
aubade,0,0
aumônière,0,0
autobus,1,1
autostop,1,1
avance,0,0
baccarà,0,0
baccarat,0,0
badinage,0,0
badinerie,0,0
bagarre,0,0
baguette,0,0
baignoire,0,0
balafong,0,0
balanage,0,0
balayage,0,0
balayeuse,0,0
balconnet,0,0
ballon dessai,0,0
ballonnet,0,0
bal musette,0,0
bal tabarin,0,0
bandeau,0,0
banlieue,0,0
baobab,0,0
barbet,0,0
barbotin,0,0
barbotine,0,0
barme,0,0
bâtonnier,0,0
barrage,0,0
barrique,0,0
bas-bleu,0,0
basoche,0,0
basque,0,0
bastide,0,0
bateau-mouche,0,0
battage,0,0
battement,0,0
baudruche,0,0
bavardage,0,0
béarnaise,0,0
beau geste,0,0
beauceron,0,0
beaujolais,0,0
beaujolais nouveau,0,0
bebè,0,0
béchamel,0,0
béffroi,0,0
béguin,0,0
beige,0,0
beignet,0,0
belle-de-jour,0,0
belle époque,0,0
bellelay,0,0
belote,0,0
bénédictine,0,0
béquille,0,0
berceau,0,0
berceuse,0,0
bergère,0,0
bergerette,0,0
berrichonne,0,0
beton,0,0
bibelot,0,0
biberon,0,0
bicane,0,0
bichon,0,0
bidet,0,0
bidonville,0,0
bien élevé,0,0
bijcu,0,0
bilboquet,0,0
billet doux,0,0
biscuit,0,0
bistmt,0,0
BIT,0,0
bitter,0,0
blague,0,0
blagueur,0,0
blanc de blanc,0,0
blanc de Morgex,0,0
blanc-manger,0,0
blanquette,0,0
blasé,0,0
bleu,0,0
bliaud,0,0
blini,0,0
blocnotes,0,0
blocknotes,0,0
blondin,0,0
blondinette,0,0
blouse,0,0
blouson,0,0
blouson noir,0,0
bobo,0,0
bocage,0,0
bohème,0,0
bohémien,0,0
bohémienne,0,0
boiserie,0,0
boîte,0,0
bombé,0,0
bon gré mal gré,0,0
bon mot,0,0
bon plaisir,0,0
bon ton,0,0
bon vivant,0,0
bonbon,0,0
bonduc,0,0
bonheur-du-jour,0,0
bonne,0,0
borde,0,0
bordeaux,0,0
bordereau,0,0
bort,0,0
bouclé,0,0
boudinage,0,0
boudoir,0,0
bouffant,0,0
bouillabaisse,0,0
bouillotte,0,0
boule,0,0
bouledogue,0,0
boulevard,0,0
boulevardier,0,0
bouleversé,0,0
boulonnais,0,0
bouquet,0,0
bouquet garni,0,0
bouquiniste,0,0
bourrée,0,0
bourrette,0,0
boutade,0,0
boutique,0,0
bouton,0,0
boxe,1,0
buxeur,0,0
brabançonne,0,0
braille,0,0
brandade,0,0
branle,0,0
brassage,0,0
brasserie,0,0
brasseur daffaires,0,0
brassière,0,0
breloque,0,0
bresse,0,0
bric-à-brac,0,0
brick,0,0
bricolage,0,0
bricoleur,0,0
brie,0,0
brillanté,0,0
brioche,0,1
brisée,0,0
brocanteur,0,0
broché,0,0
broche,0,0
brochette,0,0
brochure,0,0
broderie,0,0
brousse,0,0
brülé,0,0
brunette,0,0
brunissure,0,0
brunoise,0,0
brut,0,0
bruyère,0,0
buffet,0,1
bureau,0,0
burnus,0,0
bustier,0,0
butte-témoin,0,0
buvard,0,0
buvette,0,0
caban,0,0
cabaret,0,0
cabernet,0,0
caberù,0,0
câble,0,0
câblé,0,0
cabochon,0,0
cabriolet,0,0
cache-cour,0,0
cache-col,0,0
cachemire,0,0
cache-nez,0,0
cache-pot,0,0
cache-sexe,0,0
cachet,1,0
cachi,0,0
cadeau,0,0
cadenette,0,0
cadis,0,0
cafard,0,0
café chantant,0,0
cagniardelle,0,0
cagnotte,0,0
cagoulard,0,0
cagoule,0,0
cahier de doléances,0,0
cailcedra,0,0
calembour,0,0
calicot,0,0
calumet,0,0
calvados,0,0
camaïeu,0,0
camaraderie,0,0
camelot,0,0
camembert,0,0
camion,1,1
canaco,0,0
canaigre,0,0
canapè,0,0
canard,0,0
cancan,0,0
caniche,0,0
cantal,0,0
caoutchouc,0,0
capitonné,0,0
capoc,0,0
capote,0,0
caracal,0,0
caribù,0,0
carignan,0,0
carillon,0,0
carnet,0,0
carré,0,0
carrick,0,0
cart,0,0
cartel,0,0
casbah,0,0
casino,0,1
casquette,0,0
casse,0,0
casseur,0,0
cassis,0,0
cassoulet,0,0
catecù,0,0
cauchemar,0,0
causerie,0,0
causeur,0,0
causeuse,0,0
causse,0,0
cave,0,0
caveau,0,0
céladon,0,0
cellofan,0,0
cerise,0,0
CGT,0,0
chablis,0,0
chagrin,0,0
chaise,0,0
chaise longue,0,0
chalet,0,0
chalumeau,0,0
chalutier,0,0
chambertin,0,0
chambré,0,0
chambrer,0,0
chamotte,0,0
champaca,0,0
champagne,0,0
champenois,0,0
champignon,0,0
champlevé,0,0
chance,0,0
chanel,0,0
chanson,0,0
chanson de geste,0,0
chansonnier,0,0
chanteuse,0,0
chantilly,0,0
chaouïa,0,0
chapeau,0,0
chaperon,0,0
chapiteau,0,0
chardonnay,0,0
charivari,0,0
charlotte,0,0
charmant,0,0
charmat,0,0
charme,0,0
charmeur,0,0
charmeuse,0,0
charmoise,0,0
charolaise,0,0
chartreuse,0,0
chassé,0,0
chassé-croisé,0,0
chasselas,0,0
chassepot,0,0
chasseur,0,0
chassis,0,0
chételaine,0,0
chaud-froid,0,0
chaudron,0,0
chauffeur,0,0
chedivè,0,0
chef,0,0
chemin,0,0
chemin de fer,0,0
chemisier,0,0
chèque,0,0
cheville,0,0
cheviotte,0,0
chevreau,0,0
chevrotin,0,0
chic,1,0
chicane,0,0
chiffon,0,0
chiffonnier,0,0
chifformiére,0,0
chignon,0,0
chiné,0,0
chinois,0,0
choc,0,0
chops,0,0
chopine,0,0
chott,0,0
chou,0,0
chouan,0,0
chouannerie,0,0
christofle,0,0
chuchotage,0,0
cinéma-vérité,0,0
ciré,0,0
cirage,0,0
civet,0,0
clafoutis,0,0
claire,0,0
clapier,0,0
clapotis,0,0
claque,0,0
claquette,0,0
claqueur,0,0
clarain,0,0
clerc,0,0
cliché,0,0
clochard,0,0
cloche,0,0
cloisonné,0,0
cloqué,0,0
clou,0,0
clownerie,0,0
cobaye,0,0
cochon,0,0
cocotte,0,0
cocu,0,0
coéquipier,0,0
cognac,1,0
coiffeur,0,0
coiffeuse,0,0
coiffure,0,0
collage,0,0
collant,1,1
collier,0,0
colportage,0,0
colporteur,0,0
combine,0,0
comme il faut,0,0
commode,0,0
complainte,0,0
concierge,0,0
conference,0,0
confiture,0,0
connaisseur,0,0
conquin,0,0
console,0,0
consommé,0,0
conte philosophique,0,0
contre,0,0
coque,0,0
coquet,0,0
coquette,0,0
coquetterie,0,0
coquillage,0,0
coquille,0,0
coquillé,0,0
coquille Saint-Jacques,0,0
corbeille,0,0
cordon bleu,0,0
cornac,0,0
cornage,0,0
corsage,0,0
corsaire,0,0
corset,0,0
cortaillod,0,0
corvée,0,0
cote,0,0
cotelé,0,0
coterie,0,0
cotillon,0,0
coudé,0,0
coulis,0,0
coulisse,0,0
coulissier,0,0
couloir,0,0
coulomb,0,0
coup,0,0
coup de foudre,0,0
coup-de-polng,0,0
coup de théâtre,0,0
couperose,0,0
couplet,0,0
coupon,0,0
courbaril,0,0
courtage,0,0
court-bouillon,0,0
courtier,0,0
coutil,0,0
coutumes,0,0
couture,0,0
couturier,0,0
cracovienne,0,0
craie,0,0
craonnaise,0,0
craquelé,0,0
craquelure,0,0
crau,0,0
cravache,0,0
crémant,0,0
crème,0,0
crème caramel,0,0
crêpe,0,1
crêpe de Chine,0,0
crêpe georgette,0,0
crêpe marocain,0,0
crêpe satin,0,0
crêpe suzette,0,0
crêperie,0,0
crépon,0,0
cretonne,0,0
crèvecoeur,0,0
cric,0,0
criterium,0,0
crochet,0,0
croissant,0,0
croquants,0,0
croquette,0,0
croupier,0,0
cru,0,0
crudités,0,0
cuivré,0,0
cul-de-lampe,0,0
cul-de-sac,0,0
culottes,0,0
curaçao,0,0
curée,0,0
curetage,0,0
cuve,0,0
cuvelage,0,0
dada,0,0
dairo,0,0
damier,0,0
danseur,0,0
danseuse,0,0
dantan,0,0
daumont,0,0
dayas,0,0
débâcle,0,0
débardeur,0,0
débardeuse,0,0
débauche,0,0
débauché,0,0
débordant,0,0
débrayage,0,0
décalage,0,0
décapé,0,0
décapant,0,0
déclassé,0,0
déco,0,0
décollage,0,0
décolleté,0,0
décolletage,0,0
décor,0,0
découpage,0,0
decauville,0,0
dehors,0,0
déjà-vu,0,0
déjeuner .,0,0
demblée,0,0
demi-mondaine,0,0
demi-monde,0,0
demi-sec,0,0
demi-sel,0,0
demi·vierge,0,0
demi·volée,0,0
dentelle,0,0
dernier cri,0,0
dessert,0,1
desservant,0,0
dessous,0,0
défaillance,0,0
détilé,0,0
dégagé,0,0
dégorgement,0,0
dégras,0,0
dépassé,0,0
dépendance,0,0
dépistage,0,0
déplacé,0,0
dépliant,0,0
dépos,0,0
déraciné,0,0
dérapage,0,0
déraper ,0,0
diffa,0,0
dinanderie,0,0
diseur,0,0
dit,0,0
divertissement,0,0
djellaba,0,0
délabré,0,0
délavé,0,0
démaquillage,0,0
démarche,0,0
démodé,0,0
déshabillé,0,0
détente,0,0
dogue,0,0
doigt,0,0
dolman,0,0
dolmée,0,0
dolmen,0,0
dom,0,0
dont,0,0
doré,0,0
doris,0,0
dormeuse,0,0
dorsay,0,0
dosage zéro,0,0
dossier,0,0
double,0,0
doublé,0,0
double-face,0,0
doublet,0,0
douillette,0,0
dourine,0,0
drap,0,0
dressage,0,0
drôlerie,0,0
duar,0,0
duc,0,0
duchesse,0,0
dundee,0,0
duplex,0,0
dussié,0,0
duvet,0,0
duvetine,0,0
eau de Cologne,0,0
eau de parfum,0,0
eau de toilette,0,0
éclair,0,0
écorcheurs,0,0
écossaise,0,0
écru,0,0
édredon,0,0
élévation,0,0
élite,0,0
embrassons nous,0,0
emù,0,0
ENA,0,0
en passant,0,0
en plein,0,0
en plein air,0,0
enchaînement,0,0
enchanté,0,0
enclave,0,0
enfant gaté,0,0
enfant prodige,0,0
enfant terrible,0,0
enfleurage,0,0
engage,0,0
engagement,0,0
enjambement,0,0
ensemble,0,0
entente,0,0
entente cordiale,0,0
entourage,0,0
entracte,0,0
entraîneuse,0,0
entrave,0,0
entrecôte,0,0
entre-deux,0,0
entrée,0,0
entremets,0,0
épagneul,0,0
épagneul breton,0,0
épatant,0,0
épater le bourgeois,0,0
équipe,0,0
erg,0,0
escamotage,0,0
escargotiére,0,0
espadrilles,0,0
esprit,0,0
esprit de finesse,0,0
esprit de géométrie,0,0
esquimautage,0,0
essai,0,0
estragon,0,0
étagère,0,0
étatisme,0,0
expertise,0,0
exploit,0,0
expo,0,0
exposé,0,0
fabliau,0,0
façon,0,0
façonneur,0,0
façonniste,0,0
factice,0,0
faïence,0,0
faille,0,0
fainéant,0,0
faisandé,0,0
faisandage,0,0
falaise,0,0
fané,0,0
far,0,0
fard,0,0
fardage,0,0
faubourg,0,0
fauve,0,0
FED,0,0
féerie,0,0
féerique,0,0
félibre,0,0
fellagha,0,0
femme fatale,0,0
feuilleton,0,0
FIA,0,0
fiacre,0,0
ficelle,0,0
fiche,0,0
fichu,0,0
FIDE,0,0
FIE,0,0
FIEI,0,0
ful-à-fil,0,0
filet,0,0
filiére,0,0
fin de non-recevoir,0,0
fin de siècle,0,0
fine fleur,0,0
fines herbes,0,0
finisseur,0,0
FIP,0,0
FIPP,0,0
flageolet,0,0
flambé,0,0
flamboyant,0,0
flammé,0,0
flan,0,0
flèche,0,0
flic,0,0
flirteur,0,0
flotteur,0,0
flou,0,0
fluage,0,0
flûte,0,0
foie-gras,0,0
foncé,0,0
fondant,0,0
fondu,0,0
fondue,0,0
fondue bourguignonne,0,0
fondue chinoise,0,0
fontange,0,0
footing,0,0
force de frappe,0,0
forfait,0,0
formeret,0,0
fou-rire,0,0
foulage,0,0
foulard,0,1
foulard dapprêt,0,0
foulard gommeur,0,0
foulé,0,0
fourreau,0,0
foyer,0,0
FP,0,0
frac,0,0
fraise,0,0
framboise,0,0
franglais,0,0
frappé,0,0
frigidaire,0,0
frisé,0,0
frivolité,0,0
frondeur,0,0
frottage,0,0
frou-frou,0,0
fumé,0,0
fumoir,0,0
fusée,0,0
fuseau,0,0
gabardine,0,0
gaffe,0,0
gaffeur,0,0
gagà,0,0
gala,0,0
galbé,0,0
galoche,0,0
galop,0,0
galoubet,0,0
galuchat,0,0
gamay,0,0
gandura,0,0
garage,1,1
garçon,0,0
garçonne,0,0
garçonniére,0,0
gargouille,0,0
garrigue,0,0
gâteau,0,0
gâtine,0,0
gauche,0,0
gaucherie,0,0
gauchisme,0,0
gauchissement,0,0
gauchiste,0,0
gaufrage,0,0
gaufre,0,0
gaufré,0,0
gave,0,0
gavroche,0,0
gaze,0,0
gè,0,0
gelée,0,0
genevoise,0,0
gerbe,0,0
gésier,0,0
gibus,0,0
gicleur,0,0
gigolette,0,0
gigolo,0,0
gigot,0,0
gilet,0,0
glacé,0,0
glacis,0,0
glicol,0,0
glissé,0,0
glissons,0,0
glériette,0,0
gneiss,0,0
gnu,0,0
GO,0,0
gobclin,0,0
godet,0,0
gogo,0,0
gommage,0,0
gonfleur,0,0
gouache,0,0
gouffre,0,0
goulotte,0,0
goum,0,0
goumi,0,0
gournier,0,0
gourde,0,0
gourmandise,0,0
gourme,0,0
gourmet,0,0
grand commis,0,0
grandeur,0,0
grandguignol,0,0
grand-opéra,0,0
grand prix,0,0
grappecr,0,0
gratin,0,0
grenache,0,0
grès,0,0
gresil,0,0
griffe,0,0
grillage,0,0
grimpeur,0,0
grippe,0,0
grisaille,0,0
grisbi,0,0
grisette,0,0
grisou,0,0
grognard,0,0
gros-grain,0,0
grossier,0,0
gros vert,0,0
groupage,0,0
gruyére,0,0
guêpière,0,0
guéridon,0,0
gueux,0,0
guigne,0,0
guipure,0,0
habillée,0,0
habitué,0,0
haché,0,0
hachis,0,0
hallalì,0,0
hamac,0,0
hangar,0,0
harissa,0,0
harmoniphon,0,0
hascisc,0,0
haute,0,0
haute-contre,0,0
haute couture,0,0
haute cuisine,0,0
henné,0,0
hennin,0,0
henri,0,0
horizontale,0,0
hors-doeuvre,0,0
hors-ligne,0,0
hotel,0,1
hôtel gami,0,0
hôtellerie,0,0
hôtel meublé,0,0
houle,0,0
houppelande,0,0
humage,0,0
idée reçue,0,0
impair,0,0
impasse,0,0
imprimé,0,0
impromptu,0,0
incroyable,0,0
indu,0,0
inox,0,0
italianisant,0,0
jabot,0,0
jaccuse,0,0
jacquard,0,0
jacquerie,0,0
jais,0,0
jamais,0,0
jargonaphasie,0,0
jaspé,0,0
jéroboam,0,0
jeté,0,0
jeu,0,0
jeu de massacre,0,0
jeunesse dorée,0,0
JOC,0,0
jongleur,0,0
jubé,0,0
julienne,0,0
jumar,0,0
jupe-culotte,0,0
jupon,0,0
jus,0,0
juste-milieu,0,0
karité,0,0
képi,0,0
kermesse,0,0
kinkajù,0,0
kir,0,0
knesset,0,0
lacoste,0,0
lacrosse,0,0
lai,0,0
laissez faire,0,0
lambrequin,0,0
lambris,0,0
lamé,0,0
lancé,0,0
landau,0,0
landaulet,0,0
langue,0,0
langue doc,0,0
langue doïl,0,0
lapi,0,0
lapin,0,0
lavallière,0,0
lavis,0,0
lettre de cachet,0,0
lever de rideau,0,0
liaison,0,0
liftier,0,0
lilas,0,0
limousine,0,0
lingerie,0,1
linon,0,0
lionne,0,0
liqueur despédition,0,0
liseuse,0,0
livre de chcvet,0,0
livre de poche,0,0
loch,0,0
lombarde,0,0
longuette,0,0
lorgnette,0,0
lougre,0,0
louiset,0,0
louisette,0,0
loure,0,0
macaroni,0,0
machine,0,0
madame,0,0
madeleine,0,0
mademoiselle,0,0
mail,0,0
maillechort,0,0
main gauche,0,0
maison,0,0
maître,0,0
maître a penser,0,0
maître dhôtel,0,0
maîtresse,0,0
malbec,0,0
maman,0,0
mammut,0,0
manche,0,0
manchette,0,0
manicure,0,0
manitù,0,0
mannequin,0,0
manque,0,0
manteau,0,0
maquette,0,0
maquillage ,0,0
maquis,0,0
marabù,0,0
marbré,0,0
marceline,0,0
marivaudage,0,0
marocain,0,0
marouflage,0,0
marquise,0,0
marquisette,0,0
marron,0,0
marron glacé,0,0
mascaret,0,0
mascotte,0,0
masseur,0,0
massicot,0,0
matelassé,0,0
matelote,0,0
matemage,0,0
matinée,0,0
maudit,0,0
mauve,0,0
mayonnaise,0,0
mazarinade,0,0
mèche,0,0
medium,0,0
mehalla,0,0
mehari,0,0
menhir,0,0
mélange,0,0
mélangeuse,0,0
mêlée,0,0
mélo,0,0
ménage,0,0
ménage a trois,0,0
ménagère,0,0
mentonnet,0,0
menu,0,1
merci,0,0
merguez,0,0
merlot,0,0
merveilleuse,0,0
merveilleux,0,0
mésalliance,0,0
métis,0,0
métro,0,0
metteur en scene,0,0
meublé,0,0
micheline,0,0
midinette,0,0
mignardise,0,0
mignon,0,0
mignonnette,0,0
milieu,0,0
milieu interieur,0,0
minette,0,0
minitel,0,0
minot,0,0
mirliton,0,0
mise,0,0
mise en abîme,0,0
mise en demeure,0,0
mitaine,0,0
mixage,0,0
mou,0,0
mobile,1,1
modulor,0,0
mohair,0,0
moire,0,0
moiré,0,0
monocoque,0,0
monsieur,0,0
monstre,0,0
montblanc,0,0
montjoie,0,0
moquette,0,0
moré,0,0
morgue,0,0
motard,0,0
mot juste,0,0
mouflon,0,0
mouliné,0,0
moulinette,0,0
mousse,0,1
mousseliné,0,0
mootonné,0,0
MSF,0,0
muid,0,0
murgue,0,0
muscadin,0,0
musette,0,0
musmé,0,0
nabi,0,0
nabuchodonosor,0,0
naïf,0,0
naïveté,0,0
narghilè,0,0
nattè,0,0
nature,0,0
navette,0,0
nécessaire,0,0
négligé,0,0
névé,0,0
nez percé,0,0
niçoise,0,0
noblesse oblige,0,0
noël,0,0
noir,0,0
noisette,0,0
nom de plume,0,0
nonchalance,0,0
notes,0,0
nougat,0,0
nougatine,0,0
nouveau réalisme,0,0
nouveau roman,0,0
nouveaux philosophes,0,0
nouvelle critique,0,0
nouvelle cuisine,0,0
nouvelle vague,0,0
noyades,0,0
nu-pied,0,0
nuance,0,0
occidental,0,0
OCAM,0,0
OCDE,0,0
ocelot,0,0
OCIC,0,0
oeuf poché,0,0
oïl,0,0
okumé,0,0
omelette,0,0
ondé,0,0
ordre,0,0
organdis,0,0
orléans,0,0
ORTF,0,0
osé,0,0
outré,0,0
ouverture,0,0
OVA,0,0
pagne,0,0
PAI,0,0
paillette,0,0
pair,0,0
paletot,0,0
palmarès,0,0
palmer,0,0
pamphlet,0,0
panachage l,0,0
panache,0,0
panaché,0,0
panne,0,0
panse,0,0
pantun,0,0
papier collé,0,0
papier decoupé,0,0
papier mâché,0,0
papier peint,0,0
papillon,0,0
papillote,0,0
parà,0,0
par avion,0,0
par excellence,0,0
parbleu,0,0
pardessus ,0,0
pardon,0,0
pareo,0,0
parfait,0,0
pariage,0,0
parisis,0,0
parmentier,0,0
parole,0,0
parquet,0,1
parterre,0,0
parterre du roi,0,0
parthenaise,0,0
partouseur,0,0
partouze,0,0
parure,0,0
parvenu,0,0
pascal,0,0
pascaline,0,0
pas dosé,0,0
passe,0,0
passe-partout,0,0
passepied,0,0
passeur,0,0
pastiche,0,0
pastis,0,0
patchouli,0,0
paté,0,0
patinoire,0,0
patois,0,0
patron,0,0
patronage,0,0
paulette,0,0
pavé,0,0
PCV ,0,0
pedicure,0,0
peignoir,0,0
pêle-mêle,0,0
pelouse,0,0
peluche,0,1
pelure,0,0
penchant,0,0
pendant,0,0
pendentif,0,0
péniche,0,0
pensée,0,0
perchage,0,0
perche,0,0
percheron,0,0
périssoire,0,0
perlé,0,0
perlage,0,0
perléche,0,0
perrotine,0,0
persiflage,0,0
pesage,0,0
pétillant,0,0
petit-beurre,0,0
petit brabançon,0,0
petit-déjeuner,0,0
petit-four,0,0
petit-grain,0,0
petit-granit,0,0
petit-gris,0,0
petit-maître,0,0
petit-pâté,0,0
petit-point,0,0
petunzè,0,0
phaéton,0,0
physique du rôle,0,0
pian,0,0
pible,0,0
pièce,0,0
picot,0,0
pied-à-terre,0,0
pied-de-poule,0,0
piedmont,0,0
pied-noir,0,0
pierrot,0,0
pilé,0,0
pilotis,0,0
pince,0,0
